female_reached,expected_net_income
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
1.0,13708.68445611487
2.0,26495.16440815939
2.0,26495.16440815939
2.0,26495.16440815939
32.0,27603.073668338664
32.0,28525.278172409013
32.0,28525.278172409013
82.0,36156.609229897666
83.0,49865.293686012534
369.0,52118.07178442038
448.0,53565.89965290693
576.0,54155.86541530202
576.0,61791.0800613208
2064.0,64250.15320230191
3660.0,65840.3942161955
